rating,date,review,normalized_review,cleaned_review,is_text_duplicate,language,language_confidence,review_length,word_count,emoji_count,exclamation_count,question_count,uppercase_ratio,is_long_review,review_length_log1p,review_length_capped,year,month,day,weekday,is_weekend,is_positive,is_negative,rating_centered,site,text_svd_01,text_svd_02,text_svd_03,text_svd_04,text_svd_05,text_svd_06,text_svd_07,text_svd_08,text_svd_09,text_svd_10,text_svd_11,text_svd_12,text_svd_13,text_svd_14,text_svd_15,text_svd_16,text_svd_17,text_svd_18,text_svd_19,text_svd_20
4.0,2026-07-14,Un peu moins bien que le premier mais on est quand même content de retrouver les personnages et l'univers,Un peu moins bien que le premier mais on est quand même content de retrouver les personnages et l'univers,un peu moins bien que le premier mais on est quand même content de retrouver les personnages et l univers,0,fr,0.9999948705004534,105,20,0,0,0,0.011627906976744186,0,4.663439094112067,105,2026,7,14,Tuesday,0,1,0,0.008368200836819994,letterboxd,0.24900611888972893,-0.26712135826589456,-0.14876023153422918,-0.040783960563324034,0.058286782980944786,0.011562652071490914,0.04024797147685797,-0.06236660377206058,-0.17377928284618246,0.06277405112259256,0.20601980038319065,0.0968348788098958,-0.12381018038239702,-0.03179232045841515,0.10773040474886092,0.3394396364505549,0.01642981271734661,0.04264235311650903,0.17585741595889431,-0.1029935844465437
5.0,2026-07-14,Chorei no final. Muito lindo. Muita água que vc sente que ta dentro do filme chega se afogar.,Chorei no final. Muito lindo. Muita água que vc sente que ta dentro do filme chega se afogar.,chorei no final muito lindo muita água que vc sente que ta dentro do filme chega se afogar,0,pt,0.8571406210897281,93,18,0,0,0,0.0410958904109589,0,4.543294782270004,93,2026,7,14,Tuesday,0,1,0,1.00836820083682,letterboxd,0.19814837942347696,-0.3696085491973169,-0.1994477890591508,-0.010944249029757942,0.06671837490683574,-0.08152024122500048,-0.11322188013766164,0.06754965127547279,0.11127441322894169,-0.042203000252544004,-0.020148715934775803,-0.05907604995457391,-0.04462874646881493,-0.057734002255841604,-0.01631253054691368,-0.023753810789575388,-0.010073610047520293,0.03065441916039059,-0.06971153923878533,0.10418181318616271
4.0,2026-07-20,most beautiful piece of artwork I have ever seen in my 15 years of living,most beautiful piece of artwork I have ever seen in my 15 years of living,most beautiful piece of artwork i have ever seen in my 15 years of living,0,en,0.9999965749789184,73,15,0,0,0,0.017543859649122806,0,4.30406509320417,73,2026,7,20,Monday,0,1,0,0.008368200836819994,letterboxd,0.24443063345348517,0.11033610452810458,0.013223203311977691,-0.018395186279033148,0.3796623834714837,0.3858838262608397,-0.21234299341035173,0.05363591765283406,-0.05305297307330048,0.14326656068152252,0.014889681024109059,0.03881407233427197,0.0916529305238751,-0.00801485483961325,-0.10013273505290622,0.020329181846023017,0.07794441973055614,0.04573917454515181,-0.10276179079019486,-0.05248559103013531
3.0,2026-07-20,Better than the original.,Better than the original.,better than the original,0,en,0.9999961215047267,25,4,0,0,0,0.047619047619047616,0,3.258096538021482,25,2026,7,20,Monday,0,0,0,-0.99163179916318,letterboxd,0.1984486646520657,0.08504646132331478,-0.003881098168613797,-0.08581507776890893,-0.0531071874052561,-0.011638388470705769,-0.05898198042134168,-0.11412895679455491,0.025805643258323706,-0.0318621819725935,0.17024439471830485,-0.14167265403729884,0.06838960574593424,0.009204576504959237,0.06617417858408148,0.023958424025285176,-0.021950308256461,-0.08366151075607188,-0.08558750051328813,-0.03184560465384453
5.0,2026-07-20,neytiri and jake sure got good genes,neytiri and jake sure got good genes,neytiri and jake sure got good genes,0,unknown,0.5714257828022965,36,7,0,0,0,0.0,0,3.6109179126442243,36,2026,7,20,Monday,0,1,0,1.00836820083682,letterboxd,0.17323138355480666,-0.016358014122805114,0.030161778111651463,-0.10129026544801008,-0.0891464474437116,0.06718145767229064,-0.018708996709479574,-0.06911206805504551,-0.12855136817761587,-0.31209388239711444,-0.02567515155110336,0.1879030270444487,-0.12224876775652886,0.22693466912756005,-0.1538967718027717,-0.028959419929197476,-0.07165184722290795,-0.07559422982066362,-0.13434912786214215,-0.20547630969117903
5.0,2025-12-20,"Loak :) Udah ya manusia, kata gua hidup bareng bareng aja mbot jangan saling menyakiti ok?","Loak :) Udah ya manusia, kata gua hidup bareng bareng aja mbot jangan saling menyakiti ok?",loak udah ya manusia kata gua hidup bareng bareng aja mbot jangan saling menyakiti ok,0,id,0.9999971996042907,90,15,0,0,1,0.028169014084507043,0,4.51085950651685,90,2025,12,20,Saturday,1,1,0,1.00836820083682,letterboxd,0.15665754471137022,-0.06234312756465391,0.0028775237708044362,0.004290049211859362,-0.058341986401819965,0.012491585056573764,0.07073351881608977,0.05669286854347865,-0.07957391062485225,-0.012983794114703684,-0.027767740694252335,0.021141457747251277,-0.05073214400154269,-0.009870895403697339,-0.011659776252243279,-0.09335598723803128,0.037763108772238124,0.0701999896411402,-0.02755302617615991,-0.0423647123675497
2.5,2026-07-20,"I just watched Brovatar: The Bro of Water and the brotto seems to be ""Somehow Brolpatine returned"". The depiction of the peoples seems slightly sterebrotypical and the Sully's seem to think: ""Let's collect as many destroyed biotops as brossible!"" The visuals were of course mind-browing but a bit too smooth, so it looked like out of a videbrogame. Overall: brotiful but broring.","I just watched Brovatar: The Bro of Water and the brotto seems to be ""Somehow Brolpatine returned"". The depiction of the peoples seems slightly sterebrotypical and the Sully's seem to think: ""Let's collect as many destroyed biotops as brossible!"" The visuals were of course mind-browing but a bit too smooth, so it looked like out of a videbrogame. Overall: brotiful but broring.",i just watched brovatar the bro of water and the brotto seems to be somehow brolpatine returned the depiction of the peoples seems slightly sterebrotypical and the sully s seem to think let s collect as many destroyed biotops as brossible the visuals were of course mind browing but a bit too smooth so it looked like out of a videbrogame overall brotiful but broring,0,en,0.9999975561907138,379,65,0,1,0,0.039603960396039604,1,5.940171252720432,315,2026,7,20,Monday,0,0,0,-1.49163179916318,letterboxd,0.5103854995230966,0.13140111060520893,-0.039884825258762295,-0.07402836960556858,-0.08680956680950293,0.14963872223379174,-0.05567956193850742,0.07616698392564526,-0.08656450532840201,0.018117584998935465,0.09577703197884284,-0.008993311641249573,0.0575852600708793,-0.06206178197624521,0.05718687216484542,-0.17494102297787248,-0.07799344416567365,-0.06339176058296817,0.1217570608778785,0.0856837053449086
4.0,2026-07-20,I got wet,I got wet,i got wet,0,unknown,0.0,9,3,0,0,0,0.14285714285714285,0,2.302585092994046,9,2026,7,20,Monday,0,1,0,0.008368200836819994,letterboxd,0.08085376396158969,0.03193895175877684,0.016617835968540887,-0.03141592799834312,-0.03962956558728301,0.0025064099174102036,-0.03540383799919934,0.0036493739462376286,-0.05904234894184876,-0.042335664221557844,-0.05044581920812852,-0.017603470357196106,-0.053505839911878496,0.02175101739327865,0.012800123215147452,0.07453672803077574,-0.019160267113530766,0.015766447235091498,0.02188414175331407,-0.020903790230001468
5.0,2026-07-20,Bikin neteyam mati disini biar karakter lo'ak berkembang it's so unnecessary. Dan yang paling gw benci itu cara didik jake ke anak-anaknya like your family isn't a military force jirrr stop lah passing your own traumas to your own children 😔,Bikin neteyam mati disini biar karakter lo'ak berkembang it's so unnecessary. Dan yang paling gw benci itu cara didik jake ke anak-anaknya like your family isn't a military force jirrr stop lah passing your own traumas to your own children 😔,bikin neteyam mati disini biar karakter lo ak berkembang it s so unnecessary dan yang paling gw benci itu cara didik jake ke anak anaknya like your family isn t a military force jirrr stop lah passing your own traumas to your own children,0,id,0.857140260161991,241,44,1,0,0,0.010256410256410256,0,5.488937726156687,241,2026,7,20,Monday,0,1,0,1.00836820083682,letterboxd,0.31097087306564253,-0.13793177331657314,0.24858147484195792,-0.05540086503009034,-0.09594184574210592,0.1028731435796884,0.10891757889439684,0.10708251326159718,-0.07453739343732921,-0.085533197217357,-0.04916401838058931,0.10410042530070077,-0.12778157524152978,-0.07262636711206104,-0.00951099933871974,-0.08083620150913308,0.043048751706365865,-0.03857795082850719,0.019069804684007496,0.03549435406984045
3.5,2026-07-20,"Still cinematically very cool, but doesn’t have the same spark that the first film has","Still cinematically very cool, but doesn’t have the same spark that the first film has",still cinematically very cool but doesn t have the same spark that the first film has,0,en,0.9999974687300865,86,16,0,0,0,0.014285714285714285,0,4.465908118654584,86,2026,7,20,Monday,0,0,0,-0.49163179916318,letterboxd,0.3502734743920785,0.07297248340388221,-0.020070043286487347,-0.12423681527184034,-0.08326358388025858,-0.009534698860775728,-0.15029467316047934,-0.10075054229421497,0.19586251947994388,-0.11842017098325217,0.014105586378858158,0.0602984353279837,0.32892673754533364,0.09615609830308144,0.07737407837457634,0.05899350667982656,0.18438644638176901,0.04529386331607719,0.002836417651085007,0.12152487920735774
5.0,2026-07-20,LO'AK MY SON,LO'AK MY SON,lo ak my son,0,en,0.9999945558449564,12,4,0,0,0,1.0,0,2.5649493574615367,12,2026,7,20,Monday,0,1,0,1.00836820083682,letterboxd,0.09226992825494658,-0.010279751500976259,0.005312816871140694,-0.001992478579815921,-0.03417423408001218,0.052295548636374006,0.09914527042557258,-0.0014274096296043373,-0.17719758411156697,-0.13405916576506055,-0.005997947989976357,0.03175983726895691,0.006760845123709417,-0.059240968523022006,-0.09733355718846938,-0.038543078675089694,0.022041336847424747,0.1555966259597458,0.07372089913433873,-0.1118260927729663
5.0,2026-07-20,"All i can remember is eywa:>> jk, this is on a next levellll, the story, plot, almost everything is good🙌🙌🙌🙌","All i can remember is eywa:>> jk, this is on a next levellll, the story, plot, almost everything is good🙌🙌🙌🙌",all i can remember is eywa jk this is on a next levellll the story plot almost everything is good,0,en,0.9999976437580793,108,20,4,0,0,0.01282051282051282,0,4.6913478822291435,108,2026,7,20,Monday,0,1,0,1.00836820083682,letterboxd,0.34929178254874055,0.1677229295236802,0.014458166811484988,-0.11120734682874116,0.02258175172262848,-0.05996848060403763,-0.08166706788599211,0.08342196001327255,-0.022731455084580354,0.09240192600717716,-0.01768806671296833,0.08728618682358055,-0.15879770737111026,0.3709079642062598,0.03386861757090872,0.042570534177149955,0.14828172549327287,0.02442111810792997,-0.13248139448048507,-0.11304439028748715
3.5,2026-07-20,the rock is completely forgotten now ok,the rock is completely forgotten now ok,the rock is completely forgotten now ok,0,en,0.9999980153715083,39,7,0,0,0,0.0,0,3.6888794541139363,39,2026,7,20,Monday,0,0,0,-0.49163179916318,letterboxd,0.2147465024211988,0.031971626539365396,0.020100380545887697,-0.055033457158413686,-0.020466688797783215,-0.00025389211307690735,0.01341363951674865,0.0019469513549710926,-0.0012523806780546567,-0.0063636838384109945,0.07461157323725394,0.011035427699642433,0.04534538889647627,-0.06457385623386772,0.11620654980536482,0.05099731569072243,-0.03089200464485815,-0.05565107580209873,-0.0895210118978485,-0.051135136836815566
4.5,2026-07-20,"Visually stunning, james Cameron you’re a genius","Visually stunning, james Cameron you’re a genius",visually stunning james cameron you re a genius,0,unknown,0.4285703342761831,48,8,0,0,0,0.05,0,3.8918202981106265,48,2026,7,20,Monday,0,1,0,0.50836820083682,letterboxd,0.2258822392472071,-0.03181647040643568,-0.020868493119087176,-0.17565575561802252,-0.12534749393869593,0.32000523465877684,0.3643524893741767,0.04870616047292685,0.4484284276046707,0.029502133662664475,-0.05052369562444987,-0.03803947393456857,-0.10347928058870581,0.09935218845516106,0.12857815929424585,-0.11884436709832633,-0.033038546195075666,0.10189411368723907,0.0225774840514471,-0.08670855608072636
5.0,2026-04-05,No es mejor q la 1 pero la disfrute mas,No es mejor q la 1 pero la disfrute mas,no es mejor q la 1 pero la disfrute mas,0,es,0.9999948434526513,39,10,0,0,0,0.034482758620689655,0,3.6888794541139363,39,2026,4,5,Sunday,1,1,0,1.00836820083682,letterboxd,0.14202887325682792,-0.24503825189335615,-0.09935815588912725,-0.03448722972343622,0.02185542013945999,0.01831537483560204,0.1647357200755715,-0.13978238461876571,-0.15626988956311255,0.1508221198301899,-0.10007589549731195,-0.07125536997812909,0.09762071405189836,0.03320367452119977,-0.018504163395127695,-0.06531276160392581,-0.003381960792580946,0.034626271976538364,0.0710988961317173,-0.0429167314625879
4.0,2025-12-31,Jakesully name is still weird,Jakesully name is still weird,jakesully name is still weird,0,en,0.9999965032497427,29,5,0,0,0,0.04,0,3.4011973816621555,29,2025,12,31,Wednesday,0,1,0,0.008368200836819994,letterboxd,0.170529572563053,-0.000831622201387733,0.020206635783448536,-0.10048253123478242,-0.06952748353900984,0.1406345719351161,0.07200743712061854,0.049067193196910476,0.010474266174400592,-0.22923228884556257,-0.023722827971533446,0.22586721396336462,0.020360012226086688,-0.05056992655583811,0.15096537472232352,-0.16633579354936218,0.17558442880813094,-0.1978792201241641,-0.05950609509780841,-0.019713334609490343
5.0,2026-07-20,BEAUTIFUL,BEAUTIFUL,beautiful,1,de,0.9999949975977367,9,1,0,0,0,1.0,0,2.302585092994046,9,2026,7,20,Monday,0,1,0,1.00836820083682,letterboxd,0.09650432112234346,0.08190221771116596,0.008946531579110214,0.016347499477068886,0.5682218373508242,0.6359350104359537,-0.3039062028378177,0.01682091291072538,-0.0346372835714073,0.1689561214407465,-0.09925648339479212,0.07005366982750341,0.08003668751324114,-0.07330041938721404,-0.07393775874355783,0.01304734395683068,-0.0957856269556861,-0.060186840974180686,-0.07976958273630406,-0.079075279941434
4.0,2026-07-20,still cant get over neteyam's death 😭,still cant get over neteyam's death 😭,still cant get over neteyam s death,0,en,0.7142832556373631,37,7,1,0,0,0.0,0,3.6375861597263857,37,2026,7,20,Monday,0,1,0,0.008368200836819994,letterboxd,0.20233974090671691,-0.16859655116655833,0.506695395663625,-0.0038397587328763065,-0.0020007036759788605,0.053766928804756954,-0.0370413026410481,-0.004837856564701919,-0.00432521286946291,-0.005738407635180696,0.0745872671264189,0.01668073457913452,0.02800901417977607,0.01220019989924827,0.08536995633821881,0.011048766324065781,0.12604185962827696,0.00989331519638919,0.014037153339424705,-0.01617049740736114
4.0,2026-07-20,The three movies basically do the same thing in different fonts.,The three movies basically do the same thing in different fonts.,the three movies basically do the same thing in different fonts,0,en,0.9999969521594074,64,11,0,0,0,0.018867924528301886,0,4.174387269895637,64,2026,7,20,Monday,0,1,0,0.008368200836819994,letterboxd,0.38300577864054375,0.1739599333937378,-0.005271935724586605,0.0229188782839824,0.12509321351371055,-0.1530674938563225,0.11520420345664363,-0.04146668281727795,0.10051387738508666,-0.069602607255615,0.04571458924403242,-0.019465132494462894,-0.02710465876767897,0.06230603610385843,0.11559115832553456,-0.06894103350113441,-0.005521198036123005,-0.06464872177285867,0.011753243086363857,0.02404074710802168
5.0,2023-04-01,I really like this one! Its all so beautiful and I think the storyline is good too!,I really like this one! Its all so beautiful and I think the storyline is good too!,i really like this one its all so beautiful and i think the storyline is good too,0,en,0.9999975971426714,83,17,0,2,0,0.046153846153846156,0,4.430816798843313,83,2023,4,1,Saturday,1,1,0,1.00836820083682,letterboxd,0.3907070019242376,0.22350328072012074,0.005678658036632912,-0.13436776339417525,0.19941500453117383,0.33942349017734336,-0.2547712307983442,0.01949813935892428,-0.08309764938119953,-0.018528878558212745,-0.20476538371498723,0.10659125956262075,-0.14922887518700553,0.2502695812593865,-0.030686224855283127,0.012464789886752045,-0.15754772136090248,-0.10566152492694213,0.023820850416392026,0.05622992520615425
5.0,2026-07-20,"biggest kill count that age, btw i hate spider so much i cant event find words for this","biggest kill count that age, btw i hate spider so much i cant event find words for this",biggest kill count that age btw i hate spider so much i cant event find words for this,0,en,0.9999973362871477,87,18,0,0,0,0.0,0,4.477336814478207,87,2026,7,20,Monday,0,1,0,1.00836820083682,letterboxd,0.2977093778113793,0.04891854816369747,0.017788152959187117,-0.09857920135793283,-0.016123063178487135,0.003067260401933418,0.046155782096879434,0.19152413546538943,-0.06542546531695004,0.03746101838170557,0.04527385781716144,-0.030653760570854078,-0.06064792320043799,-0.07789404418856861,-0.043614026763072786,0.24521684513237318,0.18114533361613605,-0.03018322796906477,-0.1701160227814021,0.14118147661594294
5.0,2026-07-20,love this film so much really makes you feel something,love this film so much really makes you feel something,love this film so much really makes you feel something,0,en,0.9999956483065974,54,10,0,0,0,0.0,0,4.007333185232471,54,2026,7,20,Monday,0,1,0,1.00836820083682,letterboxd,0.3246587292693244,0.08552922892114322,-0.008125939686881106,-0.04353996317978111,-0.026562154969078714,-0.04520288913660402,-0.00759573274328445,0.17267962062840736,-0.025759667397242687,-0.0842530909441701,-0.1554011310828213,0.05156088614194793,-0.21263207252709249,0.16862923410914468,0.1547998916564568,-0.04273705637407973,-0.14561642598395055,0.25147238006954203,-0.114450119004832,0.06670259023477727
4.5,2026-07-20,Amazing as always though those last minutes do drag on a bit,Amazing as always though those last minutes do drag on a bit,amazing as always though those last minutes do drag on a bit,0,en,0.9999967921436624,60,12,0,0,0,0.02040816326530612,0,4.110873864173311,60,2026,7,20,Monday,0,1,0,0.50836820083682,letterboxd,0.18621030622568807,0.014610897548913497,-0.02612214436176165,-0.06526456103739788,-0.025984674172162242,-0.10210743194962012,-0.06437038497223052,-0.1224746919923852,0.07828792953888451,0.15896909397538034,-0.06248202179529849,0.13374278934331016,-0.021305048080129046,-0.05736232119884766,-0.06455382026407493,-0.20769433286872002,0.10312516252605188,0.030729482996617697,0.1517881996243517,-0.09294892439727223
4.0,2026-07-20,"SEDIHBGT NETEYAM MENINGGAL ANJJJJJJJ. elu ya spider tai bgt lu gue #TimNeytiri since day 1, harusnya outsider kyk lu ga dkt dkt sm keluarga sully MONYET LU MONYEEETTTT EMG BNRN ANAK MONYETTT","SEDIHBGT NETEYAM MENINGGAL ANJJJJJJJ. elu ya spider tai bgt lu gue #TimNeytiri since day 1, harusnya outsider kyk lu ga dkt dkt sm keluarga sully MONYET LU MONYEEETTTT EMG BNRN ANAK MONYETTT",sedihbgt neteyam meninggal anjjjjjjj elu ya spider tai bgt lu gue timneytiri since day 1 harusnya outsider kyk lu ga dkt dkt sm keluarga sully monyet lu monyeeetttt emg bnrn anak monyettt,0,id,0.999994202904958,190,32,0,0,0,0.47096774193548385,0,5.25227342804663,190,2026,7,20,Monday,0,1,0,0.008368200836819994,letterboxd,0.22260400467738425,-0.17996472307725317,0.32232416246354356,-0.0407211949077207,-0.032605782134890696,0.05260805692899729,0.047994035859666245,0.06267692391147725,-0.09219959281094135,-0.15333573597880204,0.019336416522954664,0.13929547895884448,0.019375689583476238,-0.03317618854405222,-0.06132516441248729,-0.016161869234219303,0.13911886255549852,-0.12630716852827234,-0.09572983267084176,0.07965577437358812
4.0,2022-12-18,the best avatar movie imo,the best avatar movie imo,the best avatar movie imo,0,en,0.9999975931675305,25,5,0,0,0,0.0,0,3.258096538021482,25,2022,12,18,Sunday,1,1,0,0.008368200836819994,letterboxd,0.3425023736307104,0.1658647795412876,-0.060100651068265405,0.6470459624328342,0.046207809439391796,-0.030833785033507706,0.11823774034170176,-0.15380338960683704,0.0920303315942666,-0.03141125274367986,0.06481321709315804,-0.02453574655761095,-0.02171071107789351,0.033583135695109755,0.060922523367410955,0.08765804337730461,0.013117841741733121,-0.17139830251093607,-0.08884492394811169,0.06687197310884237
5.0,2026-07-20,"Rewatched last night and I forgot how much I liked this film, like yeah I already loved it but rewatching it again helped me realise i liked it more than I had thought originally","Rewatched last night and I forgot how much I liked this film, like yeah I already loved it but rewatching it again helped me realise i liked it more than I had thought originally",rewatched last night and i forgot how much i liked this film like yeah i already loved it but rewatching it again helped me realise i liked it more than i had thought originally,0,en,0.9999974659230271,178,34,0,0,0,0.034722222222222224,0,5.187385805840755,178,2026,7,20,Monday,0,1,0,1.00836820083682,letterboxd,0.40655024290406877,0.13836231056586287,0.0028437060614364194,-0.1344164662284612,-0.08413811407684321,-0.02514713488301585,-0.054050114594826754,0.22229982596155407,-0.13511384298767787,-0.007889004324152609,-0.22551170071325596,-0.05408821236399286,-0.13497888343209066,-0.001545234453917113,-0.023731686570088274,-0.07326131358055803,-0.09180099980349403,0.10750597678149054,0.16708841364154228,0.17381054115719163
